pair,arm,ns,items,status,pct
1,A,2807042,268435456,0,2.2
1,B,3009697,268435456,0,2.3
2,A,2845111,268435456,0,2.2
2,B,2805878,268435456,0,2.2
3,A,2800223,268435456,0,2.1
3,B,2820307,268435456,0,2.2
4,A,2813651,268435456,0,2.2
4,B,2864694,268435456,0,2.2
5,A,2809737,268435456,0,2.2
5,B,2816419,268435456,0,2.2
6,A,2815040,268435456,0,2.2
6,B,2815637,268435456,0,2.2
7,A,2849358,268435456,0,2.2
7,B,2819826,268435456,0,2.2
8,A,2881810,268435456,0,2.2
8,B,2840297,268435456,0,2.2
9,A,2813277,268435456,0,2.1
9,B,2806905,268435456,0,2.1
10,A,2840707,268435456,0,2.2
10,B,2793602,268435456,0,2.1
11,A,2853758,268435456,0,2.2
11,B,2817466,268435456,0,2.2
12,A,2805694,268435456,0,2.2
12,B,2819117,268435456,0,2.2
13,A,2828564,268435456,0,2.2
13,B,2815114,268435456,0,2.1
14,A,2806786,268435456,0,2.2
14,B,2814812,268435456,0,2.2
15,A,2823379,268435456,0,2.2
15,B,2817327,268435456,0,2.2
16,A,2821316,268435456,0,2.2
16,B,2815091,268435456,0,2.2
17,A,2844369,268435456,0,2.2
17,B,2840134,268435456,0,2.2
18,A,2904004,268435456,0,2.2
18,B,2806152,268435456,0,2.1
19,A,2826348,268435456,0,2.2
19,B,2833686,268435456,0,2.1
20,A,2813733,268435456,0,2.2
20,B,2836846,268435456,0,2.2
21,A,2826745,268435456,0,2.1
21,B,2830650,268435456,0,2.2
22,A,2913295,268435456,0,2.2
22,B,2821568,268435456,0,2.2
23,A,2882667,268435456,0,2.1
23,B,2827393,268435456,0,2.2
24,A,2882554,268435456,0,2.2
24,B,2830245,268435456,0,2.2
25,A,2925293,268435456,0,2.2
25,B,2817458,268435456,0,2.2
26,A,2846879,268435456,0,2.2
26,B,2853440,268435456,0,2.2
27,A,2851246,268435456,0,2.2
27,B,2824827,268435456,0,2.2
28,A,2818904,268435456,0,2.2
28,B,2848727,268435456,0,2.2
29,A,2823362,268435456,0,2.2
29,B,2826283,268435456,0,2.2
30,A,2902149,268435456,0,2.2
30,B,2848466,268435456,0,2.1
31,A,2833891,268435456,0,2.2
31,B,2897752,268435456,0,2.2
