pair,arm,ns,items,status,pct
1,A,756912,268435456,0,3.2
1,B,732823,268435456,0,3.2
2,A,744397,268435456,0,3.2
2,B,733693,268435456,0,3.1
3,A,749624,268435456,0,3.2
3,B,772912,268435456,0,3.3
4,A,765717,268435456,0,3.3
4,B,741739,268435456,0,3.2
5,A,754948,268435456,0,3.2
5,B,735830,268435456,0,3.2
6,A,737247,268435456,0,3.2
6,B,751116,268435456,0,3.2
7,A,773715,268435456,0,3.2
7,B,754991,268435456,0,3.2
8,A,761652,268435456,0,3.2
8,B,749632,268435456,0,3.2
9,A,743188,268435456,0,3.2
9,B,773696,268435456,0,3.3
10,A,743703,268435456,0,3.2
10,B,737583,268435456,0,3.2
11,A,747778,268435456,0,3.2
11,B,738300,268435456,0,3.2
12,A,741541,268435456,0,3.2
12,B,733277,268435456,0,3.1
13,A,755917,268435456,0,3.2
13,B,746479,268435456,0,3.2
14,A,759311,268435456,0,3.2
14,B,768546,268435456,0,3.3
15,A,746709,268435456,0,3.2
15,B,751285,268435456,0,3.2
16,A,779889,268435456,0,3.3
16,B,737184,268435456,0,3.1
17,A,764121,268435456,0,3.2
17,B,765048,268435456,0,3.2
18,A,758731,268435456,0,3.2
18,B,761877,268435456,0,3.2
19,A,753069,268435456,0,3.2
19,B,785822,268435456,0,3.4
20,A,772941,268435456,0,3.3
20,B,745621,268435456,0,3.2
21,A,755436,268435456,0,3.2
21,B,766256,268435456,0,3.3
22,A,741390,268435456,0,3.2
22,B,746860,268435456,0,3.2
23,A,757405,268435456,0,3.2
23,B,780050,268435456,0,3.3
24,A,744013,268435456,0,3.2
24,B,766296,268435456,0,3.2
25,A,769336,268435456,0,3.3
25,B,807455,268435456,0,3.4
26,A,767047,268435456,0,3.3
26,B,767035,268435456,0,3.3
27,A,746244,268435456,0,3.2
27,B,746664,268435456,0,3.2
28,A,741327,268435456,0,3.2
28,B,757792,268435456,0,3.2
29,A,832868,268435456,0,3.2
29,B,743545,268435456,0,3.1
30,A,771178,268435456,0,3.3
30,B,764133,268435456,0,3.2
31,A,768057,268435456,0,3.3
31,B,780418,268435456,0,3.3
