pair,arm,ns,items,status,pct
1,A,4066029,268435456,0,15.1
1,B,4050793,268435456,0,15.1
2,A,4057984,268435456,0,15.2
2,B,4043014,268435456,0,15.2
3,A,4043807,268435456,0,15.2
3,B,4053092,268435456,0,15.0
4,A,4064850,268435456,0,15.2
4,B,4044379,268435456,0,15.2
5,A,4036755,268435456,0,15.3
5,B,4073607,268435456,0,15.3
6,A,4043406,268435456,0,15.3
6,B,4036627,268435456,0,15.2
7,A,4030186,268435456,0,15.2
7,B,4060170,268435456,0,15.3
8,A,4064463,268435456,0,15.1
8,B,4042743,268435456,0,15.2
9,A,4042232,268435456,0,15.1
9,B,4041099,268435456,0,15.1
10,A,4051217,268435456,0,15.2
10,B,4048224,268435456,0,15.2
11,A,4036704,268435456,0,15.1
11,B,4031247,268435456,0,15.1
12,A,4097437,268435456,0,15.3
12,B,4057082,268435456,0,15.2
13,A,4058401,268435456,0,15.1
13,B,4035952,268435456,0,15.2
14,A,4056009,268435456,0,15.2
14,B,4048287,268435456,0,15.1
15,A,4043531,268435456,0,15.1
15,B,4033238,268435456,0,15.1
16,A,4088178,268435456,0,15.2
16,B,4051103,268435456,0,15.1
17,A,4031587,268435456,0,15.1
17,B,4034861,268435456,0,15.1
18,A,4035059,268435456,0,15.1
18,B,4060271,268435456,0,15.2
19,A,4078622,268435456,0,15.3
19,B,4046864,268435456,0,15.1
20,A,4055829,268435456,0,15.1
20,B,4063938,268435456,0,15.2
21,A,4026077,268435456,0,15.1
21,B,4154708,268435456,0,15.4
22,A,4029467,268435456,0,15.1
22,B,4043102,268435456,0,15.1
23,A,4034108,268435456,0,15.1
23,B,4090220,268435456,0,15.2
24,A,4104621,268435456,0,15.4
24,B,4051620,268435456,0,15.0
25,A,4043887,268435456,0,15.1
25,B,4062493,268435456,0,15.1
26,A,4056687,268435456,0,15.2
26,B,4057679,268435456,0,15.2
27,A,4027304,268435456,0,15.1
27,B,4031466,268435456,0,15.2
28,A,4025625,268435456,0,15.0
28,B,4046151,268435456,0,15.1
29,A,4061041,268435456,0,15.1
29,B,4038283,268435456,0,15.2
30,A,4070924,268435456,0,15.1
30,B,4044723,268435456,0,15.2
31,A,4046896,268435456,0,15.2
31,B,4051022,268435456,0,15.2
