pair,arm,ns,items,status,pct
1,A,108484540,1,0,39.3000
1,B,109672010,1,0,38.3000
2,A,108547713,1,0,39.8000
2,B,109260008,1,0,37.4000
3,A,108991053,1,0,39.3000
3,B,109277156,1,0,39.5000
4,A,108861926,1,0,39.7000
4,B,109951331,1,0,39.6000
5,A,109641127,1,0,37.5000
5,B,108644035,1,0,39.3000
6,A,109074238,1,0,39.4000
6,B,109058924,1,0,39.4000
7,A,108565730,1,0,39.5000
7,B,109883364,1,0,39.5000
8,A,109300016,1,0,38.3000
8,B,110426233,1,0,39.7000
9,A,109019793,1,0,39.6000
9,B,109627619,1,0,39.7000
10,A,109289766,1,0,39.5000
10,B,109014283,1,0,39.7000
11,A,109200981,1,0,39.5000
11,B,109385482,1,0,39.0000
12,A,109513980,1,0,36.5000
12,B,109821328,1,0,39.6000
13,A,108996964,1,0,39.4000
13,B,109079694,1,0,39.6000
14,A,109684938,1,0,39.5000
14,B,109714466,1,0,39.7000
15,A,108641128,1,0,39.8000
15,B,109933628,1,0,37.9000
16,A,109432220,1,0,39.8000
16,B,109076860,1,0,38.9000
17,A,109244655,1,0,39.3000
17,B,108943544,1,0,39.5000
18,A,109117728,1,0,39.6000
18,B,108970400,1,0,39.4000
19,A,109579392,1,0,38.1000
19,B,108997941,1,0,39.5000
20,A,109605992,1,0,38.9000
20,B,109415123,1,0,38.4000
21,A,109400523,1,0,39.3000
21,B,115012807,1,0,39.7000
22,A,111292941,1,0,37.6000
22,B,109760910,1,0,39.8000
23,A,108501069,1,0,38.8000
23,B,109582149,1,0,39.1000
24,A,109013352,1,0,39.5000
24,B,109146663,1,0,39.5000
25,A,108598300,1,0,39.4000
25,B,109338884,1,0,39.6000
26,A,108864195,1,0,39.9000
26,B,111334457,1,0,38.4000
27,A,109666722,1,0,39.0000
27,B,109008629,1,0,38.9000
28,A,109948165,1,0,38.2000
28,B,109096201,1,0,39.5000
29,A,109024565,1,0,39.2000
29,B,109614223,1,0,38.3000
30,A,109527359,1,0,39.4000
30,B,109015688,1,0,39.4000
31,A,109330128,1,0,39.4000
31,B,110543680,1,0,39.7000
