pair,arm,ns,items,status,pct
1,A,746821,268435456,0,3.7
1,B,749122,268435456,0,3.7
2,A,757885,268435456,0,3.8
2,B,774758,268435456,0,3.8
3,A,755961,268435456,0,3.7
3,B,986624,268435456,0,4.8
4,A,795180,268435456,0,3.9
4,B,762323,268435456,0,3.8
5,A,768352,268435456,0,3.8
5,B,773866,268435456,0,3.8
6,A,978993,268435456,0,4.8
6,B,984756,268435456,0,4.9
7,A,752021,268435456,0,3.7
7,B,757676,268435456,0,3.8
8,A,990014,268435456,0,4.8
8,B,761657,268435456,0,3.8
9,A,765828,268435456,0,3.8
9,B,749884,268435456,0,3.7
10,A,777705,268435456,0,3.8
10,B,755180,268435456,0,3.7
11,A,759379,268435456,0,3.8
11,B,745679,268435456,0,3.7
12,A,769540,268435456,0,3.8
12,B,759144,268435456,0,3.7
13,A,762703,268435456,0,3.8
13,B,742350,268435456,0,3.7
14,A,801911,268435456,0,3.9
14,B,781450,268435456,0,3.8
15,A,856905,268435456,0,3.9
15,B,991178,268435456,0,4.8
16,A,745441,268435456,0,3.7
16,B,753939,268435456,0,3.7
17,A,765728,268435456,0,3.8
17,B,767625,268435456,0,3.8
18,A,751618,268435456,0,3.7
18,B,756494,268435456,0,3.7
19,A,748905,268435456,0,3.7
19,B,774190,268435456,0,3.8
20,A,996131,268435456,0,4.9
20,B,745680,268435456,0,3.7
21,A,763456,268435456,0,3.8
21,B,764257,268435456,0,3.8
22,A,760307,268435456,0,3.8
22,B,767437,268435456,0,3.8
23,A,745453,268435456,0,3.7
23,B,772384,268435456,0,3.8
24,A,774788,268435456,0,3.8
24,B,753259,268435456,0,3.7
25,A,741245,268435456,0,3.7
25,B,749606,268435456,0,3.7
26,A,986486,268435456,0,4.8
26,B,759371,268435456,0,3.8
27,A,772910,268435456,0,3.8
27,B,756475,268435456,0,3.8
28,A,751460,268435456,0,3.7
28,B,988849,268435456,0,4.9
29,A,763403,268435456,0,3.8
29,B,763490,268435456,0,3.8
30,A,988284,268435456,0,4.9
30,B,773030,268435456,0,3.8
31,A,1010012,268435456,0,4.9
31,B,763622,268435456,0,3.8
