pair,arm,ns,items,status,pct
1,A,767682,268435456,0,1.8
1,B,776044,268435456,0,1.8
2,A,781566,268435456,0,1.8
2,B,922496,268435456,0,2.1
3,A,798375,268435456,0,1.9
3,B,813475,268435456,0,1.9
4,A,782922,268435456,0,1.8
4,B,773293,268435456,0,1.8
5,A,766739,268435456,0,1.8
5,B,785377,268435456,0,1.8
6,A,778325,268435456,0,1.8
6,B,787209,268435456,0,1.8
7,A,844031,268435456,0,2.0
7,B,784000,268435456,0,1.8
8,A,818977,268435456,0,1.9
8,B,768736,268435456,0,1.8
9,A,767700,268435456,0,1.8
9,B,800587,268435456,0,1.9
10,A,781731,268435456,0,1.8
10,B,784818,268435456,0,1.8
11,A,791274,268435456,0,1.8
11,B,812940,268435456,0,1.9
12,A,762844,268435456,0,1.8
12,B,789491,268435456,0,1.8
13,A,781963,268435456,0,1.8
13,B,778850,268435456,0,1.8
14,A,805912,268435456,0,1.9
14,B,763835,268435456,0,1.8
15,A,803031,268435456,0,1.9
15,B,780988,268435456,0,1.8
16,A,765301,268435456,0,1.8
16,B,777089,268435456,0,1.8
17,A,786231,268435456,0,1.8
17,B,769899,268435456,0,1.8
18,A,777832,268435456,0,1.8
18,B,769476,268435456,0,1.8
19,A,859597,268435456,0,2.0
19,B,782392,268435456,0,1.8
20,A,763838,268435456,0,1.8
20,B,779741,268435456,0,1.8
21,A,771612,268435456,0,1.8
21,B,781738,268435456,0,1.8
22,A,794139,268435456,0,1.9
22,B,773095,268435456,0,1.8
23,A,783240,268435456,0,1.8
23,B,765472,268435456,0,1.8
24,A,776637,268435456,0,1.8
24,B,767242,268435456,0,1.8
25,A,796422,268435456,0,1.9
25,B,833884,268435456,0,1.9
26,A,770133,268435456,0,1.8
26,B,775326,268435456,0,1.8
27,A,779422,268435456,0,1.8
27,B,789132,268435456,0,1.8
28,A,761220,268435456,0,1.8
28,B,781891,268435456,0,1.8
29,A,784573,268435456,0,1.8
29,B,786484,268435456,0,1.8
30,A,810042,268435456,0,1.9
30,B,806982,268435456,0,1.9
31,A,792920,268435456,0,1.9
31,B,819988,268435456,0,1.9
