pair,arm,ns,items,status,pct
1,A,112170118,1,0,39.3000
1,B,175546504,1,0,50.7000
2,A,110797876,1,0,39.8000
2,B,174659477,1,0,50.6000
3,A,111116326,1,0,39.8000
3,B,174967227,1,0,50.9000
4,A,111625878,1,0,38.3000
4,B,174345950,1,0,50.6000
5,A,110698094,1,0,38.9000
5,B,175468934,1,0,50.6000
6,A,111505472,1,0,39.6000
6,B,175391751,1,0,50.9000
7,A,112170635,1,0,35.1000
7,B,175399470,1,0,50.6000
8,A,113057269,1,0,38.1000
8,B,175313692,1,0,50.6000
9,A,110481527,1,0,39.6000
9,B,174294491,1,0,50.6000
10,A,111113777,1,0,39.8000
10,B,174463335,1,0,50.6000
11,A,111134201,1,0,39.8000
11,B,175453774,1,0,50.8000
12,A,112096654,1,0,37.4000
12,B,175582822,1,0,49.3000
13,A,111496885,1,0,39.8000
13,B,179574590,1,0,49.9000
14,A,111258631,1,0,39.7000
14,B,175466175,1,0,50.7000
15,A,110740181,1,0,39.8000
15,B,175408149,1,0,50.6000
16,A,111419899,1,0,39.8000
16,B,174927309,1,0,50.6000
17,A,111551679,1,0,39.8000
17,B,175299045,1,0,50.6000
18,A,112320249,1,0,37.7000
18,B,174395802,1,0,50.3000
19,A,110742670,1,0,39.8000
19,B,174867149,1,0,50.5000
20,A,112083913,1,0,39.8000
20,B,175593968,1,0,49.4000
21,A,112547992,1,0,38.4000
21,B,176294022,1,0,50.4000
22,A,111985437,1,0,39.6000
22,B,175301771,1,0,50.5000
23,A,112810788,1,0,39.9000
23,B,175346992,1,0,50.7000
24,A,112312777,1,0,39.7000
24,B,174435563,1,0,50.6000
25,A,111814937,1,0,38.4000
25,B,176306869,1,0,50.0000
26,A,111997383,1,0,38.5000
26,B,175456497,1,0,50.6000
27,A,111293631,1,0,39.6000
27,B,175563346,1,0,50.6000
28,A,110989656,1,0,39.3000
28,B,176194403,1,0,49.4000
29,A,111619911,1,0,38.3000
29,B,175383132,1,0,49.0000
30,A,112049416,1,0,39.8000
30,B,177146354,1,0,50.4000
31,A,111389073,1,0,39.7000
31,B,175772548,1,0,49.2000
