pair,arm,ns,items,status,pct
1,A,4052755,268435456,0,17.3
1,B,4064346,268435456,0,17.3
2,A,4062429,268435456,0,17.3
2,B,4041053,268435456,0,17.2
3,A,4030876,268435456,0,17.2
3,B,4050797,268435456,0,17.2
4,A,4064038,268435456,0,17.4
4,B,4084601,268435456,0,17.3
5,A,4083599,268435456,0,17.3
5,B,4035613,268435456,0,17.4
6,A,4042303,268435456,0,17.3
6,B,4048968,268435456,0,17.3
7,A,4080378,268435456,0,17.4
7,B,4056492,268435456,0,17.4
8,A,4055373,268435456,0,17.1
8,B,4040935,268435456,0,17.4
9,A,4082634,268435456,0,17.2
9,B,4079931,268435456,0,17.4
10,A,4098878,268435456,0,17.2
10,B,4087345,268435456,0,17.1
11,A,4040342,268435456,0,17.1
11,B,4062315,268435456,0,17.2
12,A,4029019,268435456,0,17.2
12,B,4061181,268435456,0,17.1
13,A,4085337,268435456,0,17.2
13,B,4053631,268435456,0,17.3
14,A,4089955,268435456,0,17.3
14,B,4061890,268435456,0,17.2
15,A,4046287,268435456,0,17.1
15,B,4034131,268435456,0,17.2
16,A,4064804,268435456,0,17.2
16,B,4055605,268435456,0,17.2
17,A,4058029,268435456,0,17.2
17,B,4106000,268435456,0,17.2
18,A,4050349,268435456,0,17.2
18,B,4047711,268435456,0,17.2
19,A,4059501,268435456,0,17.2
19,B,4048399,268435456,0,17.3
20,A,4080055,268435456,0,17.2
20,B,4055100,268435456,0,17.3
21,A,4051187,268435456,0,17.2
21,B,4054049,268435456,0,17.3
22,A,4126134,268435456,0,17.5
22,B,4096698,268435456,0,17.3
23,A,4048290,268435456,0,17.2
23,B,4035300,268435456,0,17.1
24,A,4030367,268435456,0,17.2
24,B,4059716,268435456,0,17.4
25,A,4058828,268435456,0,17.3
25,B,4036797,268435456,0,17.3
26,A,4052904,268435456,0,17.3
26,B,4058476,268435456,0,17.1
27,A,4058090,268435456,0,17.1
27,B,4026515,268435456,0,17.2
28,A,4055924,268435456,0,17.3
28,B,4060724,268435456,0,17.2
29,A,4148367,268435456,0,16.6
29,B,4052338,268435456,0,17.2
30,A,4111242,268435456,0,17.3
30,B,4056594,268435456,0,17.3
31,A,4090430,268435456,0,17.2
31,B,4047019,268435456,0,17.3
